;C1;C2;C3;C4;C5;C6;C7;C8;H
0;0.4865127205848694;-0.012512266635894775;-0.36784421652555466;-0.22976961731910706;-0.12998467683792114;-0.1864149272441864;0.16773658990859985;-0.4472700096666813;20-55-05
1;0.2465541809797287;0.3845079690217972;0.22847901284694672;-0.08878979086875916;0.4853243976831436;0.6475458294153214;-0.023868009448051453;0.1404828280210495;0
2;0.3601382076740265;0.014619499444961548;-0.149692103266716;0.2404194176197052;-0.030494362115859985;0.30608752369880676;0.5691979229450226;-0.2774880826473236;0
0;0.4058959484100342;-0.007194608449935913;0.163152813911438;-0.1293429732322693;0.33862149715423584;-0.036912769079208374;0.09942728281021118;0.2546001672744751;20-55-05
1;0.03474032133817673;-0.01921957917511463;0.913537509739399;0.30373577028512955;0.5315076187252998;0.4521278217434883;0.23884234577417374;0.47349799424409866;0
2;0.5027797222137451;-0.325038805603981;-0.19475746154785156;-0.2554910182952881;0.06567275524139404;0.14135658740997314;-0.16718339920043945;0.27394795417785645;0
3;0.8240569829940796;-0.07504010200500488;-0.39602747559547424;-0.34506914019584656;0.07606232166290283;0.11662966012954712;-0.7138924673199654;0.16583645343780518;0
4;0.06868528574705124;0.7906404212117195;0.8883929923176765;0.8437547758221626;0.22981733828783035;0.656318373978138;-0.0357811264693737;0.8144080117344856;0
5;0.6490107178688049;-0.24205869436264038;-0.2988758981227875;-0.6013966649770737;0.2740158438682556;0.11377561092376709;0.04748588800430298;0.15171337127685547;0
0;0.4933556318283081;-0.3509553223848343;0.14139187335968018;-0.3626793771982193;-0.06030723452568054;0.15632301568984985;0.11298954486846924;0.442743182182312;20-55-06
1;0.9892154335975647;-0.9705514013767242;-0.363650381565094;-0.6955284178256989;-0.776060476899147;-0.3809967041015625;-0.9251213148236275;-0.587261974811554;0
2;0.9116960167884827;-0.13689863681793213;-0.8140571564435959;-0.11843204498291016;-0.4081183075904846;0.08139419555664062;-0.5285477638244629;-0.19866317510604858;0
3;0.8880690336227417;-0.05246800184249878;0.09244424104690552;-0.8864647755399346;-0.10817241668701172;-0.2485610842704773;-0.859242394566536;-0.4846116304397583;0
4;0.10927291214466095;0.7132184356451035;0.8102287501096725;0.6952540129423141;0.7589990943670273;0.1995677500963211;0.3874429911375046;0.7839956730604172;0
5;0.5587587356567383;0.09238296747207642;0.08912438154220581;-0.4166071116924286;-0.13536304235458374;-0.3797217160463333;0.1682848334312439;-0.27424103021621704;0
6;0.012380776926875114;0.7305795568972826;0.7958651203662157;0.9608424324542284;0.6830879468470812;0.8475330490618944;0.1911830771714449;0.2560006696730852;0
7;0.33275049924850464;-0.28550882637500763;-0.1981837898492813;0.43713945150375366;-0.04851818084716797;-0.24597804248332977;-0.2068229466676712;0.3618606925010681;0
8;0.03473253548145294;0.8799235671758652;0.22431515157222748;0.7790519446134567;0.1596887707710266;0.9397991746664047;0.32521848380565643;0.7802628725767136;0
9;0.4957570433616638;-0.28906120359897614;0.351370632648468;-0.28569304943084717;-0.006814807653427124;-0.010379940271377563;-0.41050129383802414;-0.007623583078384399;0
10;0.313063383102417;0.047289520502090454;0.44952261447906494;-0.18954187631607056;0.49489825963974;0.08994773030281067;-0.02345675230026245;0.26790857315063477;0
11;0.7356529831886292;-0.6101444214582443;-0.5694602876901627;-0.7337782230461016;-0.1448492407798767;-0.3757387697696686;-0.19257289171218872;0.2061505913734436;0
12;0.4731520414352417;0.3143876791000366;-0.3093883991241455;0.0775367021560669;0.17588812112808228;0.025087058544158936;-0.28371579945087433;-0.24680331349372864;0
13;0.7479188442230225;-0.3429783880710602;-0.06473815441131592;-0.27134424448013306;-0.3758164942264557;0.1657249927520752;-0.4415946304798126;-0.45148980617523193;0
14;0.24285577237606049;0.2885309010744095;0.6211609393358231;0.07960014045238495;0.6946785598993301;0.05536468327045441;0.07412447035312653;0.4478323608636856;0
15;0.9946911931037903;-0.3179861307144165;-0.4123467803001404;-0.6533610820770264;-0.5806577205657959;-0.7726884335279465;-0.4512130618095398;-0.5226068198680878;0
16;0.034258924424648285;0.7384243384003639;0.5381045714020729;0.07195916026830673;0.00817837193608284;0.8612379804253578;0.6871223226189613;0.2483144775032997;0
17;0.8591878414154053;0.061232566833496094;-0.668102577328682;-0.7249625325202942;-0.6600893139839172;0.09341603517532349;-0.1539103388786316;-0.6780014485120773;0
18;0.7790688276290894;-0.17328912019729614;-0.7421553954482079;-0.03162187337875366;-0.49889445304870605;-0.1863572597503662;0.1895553469657898;-0.1333479881286621;0
19;0.4675307273864746;0.12683779001235962;0.1678706407546997;0.2748587727546692;0.13009369373321533;-0.03718423843383789;0.3586937189102173;-0.213283509016037;0
20;0.4778873920440674;-0.3619920015335083;0.13929688930511475;-0.3686942011117935;0.015511810779571533;0.1769009232521057;-0.37466249614953995;0.07472002506256104;0
21;0.5642809271812439;-0.18263989686965942;0.42195290327072144;0.15210020542144775;-0.2481307089328766;-0.21809008717536926;-0.3037089705467224;-0.44732288271188736;0
22;0.09005873650312424;0.22707224637269974;0.5146501138806343;0.8856358006596565;0.552857406437397;0.6978497579693794;0.8751882985234261;0.5562250688672066;0
23;0.03681253641843796;0.372838594019413;0.2121470496058464;0.0951470211148262;0.05740281194448471;0.03803776949644089;0.15351689606904984;0.34278813749551773;0
24;0.5966988801956177;-0.08979272842407227;0.17143011093139648;0.17092859745025635;-0.04443281888961792;0.33675438165664673;-0.46109455823898315;-0.5233562290668488;0
25;0.45147842168807983;-0.21380984783172607;0.13164764642715454;0.22200161218643188;-0.4239598363637924;0.2373560667037964;0.04880642890930176;-0.43710307590663433;0
26;0.907870888710022;-0.11929738521575928;-0.2216639518737793;-0.6748266518115997;-0.01212376356124878;-0.2835959196090698;-0.4791131317615509;0.047143757343292236;0
27;0.5503398776054382;0.011885464191436768;0.2174813151359558;-0.29361289739608765;-0.29853740334510803;-0.45018941909074783;0.16335326433181763;0.14795070886611938;0
28;0.5944818258285522;0.2768707871437073;-0.5837658885866404;-0.10652720928192139;-0.09298735857009888;0.38901132345199585;0.2823792099952698;0.25533443689346313;0
29;0.9977701902389526;-0.5359823107719421;-0.4698694944381714;-0.5949077904224396;-0.11343950033187866;-0.8143462687730789;-0.7339533269405365;-0.6170532703399658;0
30;0.9934096932411194;-0.699753075838089;-0.03600591421127319;-0.6925156116485596;-0.1843443512916565;-0.38937896490097046;-0.09459763765335083;-0.5320577621459961;0
31;0.9986390471458435;-0.20675212144851685;-0.23840349912643433;-0.6481359004974365;-0.30902159214019775;-0.5546007752418518;-0.5747110247612;-0.07365381717681885;0
32;0.245034322142601;0.6365284472703934;-0.10170945525169373;0.3008710891008377;0.16612155735492706;0.10896153748035431;0.6498428136110306;-0.23422506265342236;0
33;0.9999802708625793;-0.03386646509170532;-0.7594011276960373;-0.49929261207580566;-0.15431857109069824;-0.14184105396270752;-0.5849435031414032;-0.4257926344871521;0
34;0.5449084043502808;0.1397709846496582;-0.06351783871650696;0.005987763404846191;-0.28241458535194397;-0.3581904321908951;-0.2519643008708954;0.345414400100708;0
35;0.9052919745445251;0.02318352460861206;-0.2421545386314392;0.013384461402893066;-0.8503834493458271;-0.5364676117897034;-0.6135525405406952;-0.661805659532547;0
36;0.07024667412042618;0.5195505246520042;0.40210192650556564;0.4051920995116234;-0.026915550231933594;0.4264078959822655;0.5000457391142845;0.48520150035619736;0
